uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
6936,Dis Anton Ernst Johannes,von Bergetal,m,-40,-26,6502,6935,,6,0,,BT,Z,,,3
6937,Paul Theodor Peter,Kunze,m,-64,-37,,,,,0,,TF,Z,,,
6938,Barbara Wilhelmine Amalia,von Möwenburg,f,-40,-19,6526,6561,7372,3,2,"7352,7373,",MB,Z,,,1
6939,Ernst Karl Gustav Bahne,von Möwenburg,m,-40,-14,6526,6561,7394,3,2,"7375,7395,",MB,Z,,,1
6940,Eva Friederike,Ahlers,f,-61,-24,,,6561,,1,"6941,",TF,Z,,,
6941,Christine Nelenia,von Bergetal,f,-40,-14,6561,6940,,6,0,,BT,Z,,,3
6942,Marie,Rieger,f,-60,-40,,,6571,,1,"6943,",EW,Z,,,
6943,Bertha,von Bergetal,f,-40,-15,6571,6942,,6,0,,BT,Z,,,3
6944,Heinrich Jacques Christoph,Scherer,m,-59,-40,,,6587,,1,"6945,",TF,Z,,,
6945,Auguste,von Bergetal,f,-40,-37,6944,6587,,6,0,,BT,Z,,,3
6946,Dina Magdalena Gertrud,Wirth,f,-59,-32,,,6592,,1,"6947,",MU,Z,,,
6947,Leopold Christoph Georg,von Bergetal,m,-40,-7,6592,6946,,6,0,,BT,Z,,,3
6948,Else Idril Christiane,Merten,f,-59,-40,,,6594,,1,"6949,",EW,Z,,,
6949,Lea Therese Charlotte,von Tiefenfels,f,-40,-2,6594,6948,7410,6,3,"7397,7398,7411,",TF,Z,,,2
6950,Johannes Georg,Freiherr von Sante,m,-58,-21,,,,,0,,KS,Z,,,
6951,Gustav,Seidel,m,-66,-39,,,6490,,1,"6952,",TF,Z,,,
6952,Vagna,von Bergetal,f,-39,-24,6951,6490,,6,0,,BT,Z,,,3
6953,Otto,Mann,m,-65,-39,,,6506,,1,"6954,",BT,Z,,,
6954,Otto Ernst Andreas Dis,von Bergetal,m,-39,-7,6953,6506,,6,0,,BT,Z,,,3
6955,Nelenia,Faber,f,-64,-39,,,,,0,,BT,Z,,,
6956,Lior Mirjam,Menzel,f,-61,-39,,,6565,,1,"6957,",MU,Z,,,
6957,Sibylle Eva Agnes,von Tiefenfels,f,-39,-30,6565,6956,,6,0,,TF,Z,,,2
6958,Jacob,von Möwenburg,m,-39,-28,6546,6575,,4,0,,MB,Z,,,2
6959,Bahne,von Möwenburg,m,-39,36,6546,6575,7541,4,3,"7398,7542,7623,",MB,Z,,,2
6960,Caspar Ernst,Wieland,m,-58,-22,,,,,0,,MB,Z,,,
6961,Hugo Michael,Reinke,m,-57,-39,,,6608,,1,"6962,",MB,Z,,,
6962,Michael Franz Balin,von Bergetal,m,-39,-36,6961,6608,,6,0,,BT,Z,,,3
6963,Franz Christoph Theodor,Haack,m,-57,36,,,6618,,1,"6964,",MB,Z,,,
6964,Theodor August Hubertus Paul Ludwig Balin,von Bergetal,m,-39,-37,6963,6618,,6,0,,BT,Z,,,3
6965,Paul Fritz,Koslowski,m,-57,-39,,,,,0,,MB,Z,,,
6966,Wilhelm,Freese,m,-66,-38,,,,,0,,TF,Z,,,
6967,Johann Joseph Julien,Baron von Paysage,m,-64,-37,,,,,0,,KS,Z,,,
6968,Eva Friederike,Gräfin von Montagne,f,-60,16,,,6569,,1,"6969,",KS,Z,,,
6969,Hermann Paul Olwe Joseph,von Eichenwald,m,-38,-27,6569,6968,,5,0,,EW,Z,,,3
6970,Maximilian Joachim,Weidner,m,-59,-18,,,6587,,1,"6971,",MB,Z,,,
6971,Joachim Karl August Buri,von Bergetal,m,-38,-22,6970,6587,,6,0,,BT,Z,,,3
6972,Wilhelmine Clara Dorothea,Beckmann,f,-59,-16,,,6592,,1,"6973,",MU,Z,,,
6973,Alrich Richard Caspar,von Bergetal,m,-38,27,6592,6972,,6,0,,BT,Z,,,3
6974,August Philipp Jacques,Freiherr von Sante,m,-58,-38,,,,,0,,KS,Z,,,
6975,Wilhelm Christoph,Göbel,m,-58,-38,,,6601,,1,"6976,",MU,Z,,,
6976,Christoph August Jakob Ernst,von Bergetal,m,-38,-27,6975,6601,,4,0,,BT,Z,,,1
6977,Theodor Ilai Luk,Krug,m,-57,-33,,,6618,,1,"6978,",MU,Z,,,
6978,Theodor Konrad Christian,von Bergetal,m,-38,-13,6977,6618,,6,0,,BT,Z,,,3
6979,Hans Anton,Fleischer,m,-57,27,,,6621,,1,"6980,",EW,Z,,,
6980,Anton Rudolf,von Bergetal,m,-38,0,6979,6621,7412,4,2,"7364,7413,",BT,Z,,,1
6981,Juliane Jade,Comtess von Aurore,f,-56,-6,,,,,0,,KS,Z,,,
6982,Frieda Barbara,Probst,f,-56,-18,,,6638,,1,"6983,",BT,Z,,,
6983,Lea Emma,von Tiefenfels,f,-38,-17,6638,6982,7400,6,3,"7371,7378,7401,",TF,Z,,,3
6984,Hermann,May,m,-89,-37,,,,,0,,BT,Z,,,
6985,August Erlan Hans Peter,von Bergetal,m,-37,-11,6159,6577,,6,0,,BT,Z,,,3
6986,Karoline Sophia Sibylle,Baumgart,f,-64,-13,,,,,0,,MB,Z,,,
6987,Luk Johannes Martin,Kunkel,m,-63,-9,,,6532,,1,"6988,",MU,Z,,,
6988,Luk Dwalin,von Bergetal,m,-37,10,6987,6532,,6,0,,BT,Z,,,3
6989,Jakob Alrich Ludwig,Heidenreich,m,-62,-37,,,6546,,1,"6990,",MB,Z,,,
6990,Alrich Hubertus,von Bergetal,m,-37,-33,6989,6546,,6,0,,BT,Z,,,3
6991,Eleonore,Brockmann,f,-62,-18,,,,,0,,BT,Z,,,
6992,Martha Gertrud,Albert,f,-59,-37,,,6592,,1,"6993,",MB,Z,,,
6993,Leopold Kili Gustav Joseph Wilhelm,von Bergetal,m,-37,-27,6592,6992,,6,0,,BT,Z,,,3
6994,Aldon Julius Ludwig,von Eichenwald,m,-37,7,6520,6614,6771,2,5,"7380,7428,7575,7576,7735,",EW,Z,5,"Amtsantritt mit entfernung zum alten Fürsten: 1
Juliens Bruder",1
6995,Caspar Anton Joseph,von Eichenwald,m,-37,10,6520,6614,7429,3,1,"7430,",EW,Z,,,1
6996,Anton Rudolf Theodor,Riedel,m,-57,-37,,,6618,,1,"6997,",BT,Z,,,
6997,Theodor Joseph Hermann,von Bergetal,m,-37,-26,6996,6618,,6,0,,BT,Z,,,3
6998,Dwalin Bifur,Brunner,m,-57,-3,,,6621,,1,"6999,",BT,Z,,,
6999,Therese Wilhelmine Ursula,von Bergetal,f,-37,-34,6998,6621,,4,0,,BT,Z,,,1
7000,Fritz,Seidel,m,-56,-24,,,6639,,1,"7001,",BT,Z,,,
7001,Fritz August Jules Louis,von Tiefenfels,m,-37,-11,7000,6639,,6,0,,TF,Z,,,3
7002,Elise Friederike Helene,von Tiefenfels,f,-37,20,6356,6652,7431,6,2,"7416,7432,",TF,Z,,,3
7003,Ludwig,von Tiefenfels,m,-37,13,6356,6652,7383,6,1,"7384,",TF,Z,,,3
7004,Rieke Sophia Jade,Steinke,f,-55,-37,,,6654,,1,"7005,",MU,Z,,,
7005,Wilhelm Martin,von Möwenburg,m,-37,-1,6654,7004,7403,5,1,"7404,",MB,Z,,,3
7006,Theodor Peter,Martin,m,-80,-36,,,,,0,,EW,Z,,,
7007,Catharina,Hiller,f,-69,-36,,,6428,,1,"7008,",TF,Z,,,
7008,Oddrun Katla Christiane,von Bergetal,f,-36,-25,6428,7007,,6,0,,BT,Z,,,3
7009,Anton Philipp,von Kisatris,m,-36,-33,6530,6652,,4,0,,KS,AAABABABAAAABAAAAAABAAAA,,,1
7010,Din Gustav Adam,Scheibe,m,-63,-36,,,,,0,,MU,Z,,,
7011,Christine Arwen Marianne,Kurth,f,-62,39,,,,,0,,EW,Z,,,
7012,Caroline Clara Eva,Pohl,f,-57,4,,,6610,,1,"7013,",TF,Z,,,
7013,Friederike,von Tiefenfels,f,-36,0,6610,7012,7179,6,4,"7406,7433,7462,7536,",TF,Z,,,3
7014,Meriel,Kohl,m,-57,-10,,,6614,,1,"7015,",EW,Z,,Juliens Vater,
7015,Sibylle Elurin Emma,von Eichenwald,f,-36,5,7014,6614,,3,0,,EW,Z,,Juliens Schwester,1
7016,Hedwig Amalia Eva,von Bergetal,f,-36,12,6592,6621,6910,4,3,"7418,7477,7577,",BT,Z,,,1
7017,Dior,Reichel,f,-56,-36,,,6638,,1,"7018,",EW,Z,,,
7018,Johann Anton Ludwig,von Tiefenfels,m,-36,-28,6638,7017,,6,0,,TF,Z,,,3
7019,Julie Lea Catharina,von Tiefenfels,f,-36,-23,6571,6639,,6,0,,TF,Z,,,3
7020,Ernst Georg,von Tiefenfels,m,-36,-13,6594,6642,6774,6,2,"7407,7441,",TF,Z,,,3
7021,Wilhelm Heinrich Nils,Jacobs,m,-55,-17,,,,,0,,MU,Z,,,
7022,Elise Jade,Comtess von Aurore,f,-55,-36,,,,,0,,KS,Z,,,
7023,Helene Sophie,Freifrau von Maree,f,-64,1,,,6530,,1,"7024,",KS,Z,,,
7024,Julie Sibylle Helene,von Kisatris,f,-35,-17,6530,7023,,3,0,,KS,AAABABABAAAABAAAAAABAAAB,,Amtsantritt nach Primogenität,1
7025,Sophia Esther,Steiner,f,-62,-26,,,6548,,1,"7026,",MU,Z,,,
7026,Hubertus Caspar Heinrich,von Bergetal,m,-35,7,6548,7025,,6,0,,BT,Z,,,3
7027,Frieda Christiane Wilhelmine,Keßler,f,-61,-35,,,6561,,1,"7028,",BT,Z,,,
7028,Balin Johann Bifur Joseph,von Bergetal,m,-35,-23,6561,7027,,6,0,,BT,Z,,,3
7029,Hermann Johannes,Baum,m,-60,-35,,,6577,,1,"7030,",EW,Z,,,
7030,Johannes Erlan Peter,von Bergetal,m,-35,-18,7029,6577,,6,0,,BT,Z,,,3
7031,Christoph Ludwig Ernst,Körber,m,-59,-34,,,6587,,2,"7032,7059,",MU,Z,,,
7032,Juliane Katharina Vagna,von Bergetal,f,-35,-25,7031,6587,,6,0,,BT,Z,,,3
7033,Mathilde Anna Christine,Appel,f,-59,-35,,,6594,,1,"7034,",BT,Z,,,
7034,Eleonore Amalie Lea Camille,von Tiefenfels,f,-35,-13,6594,7033,6639,6,3,"7420,7434,7463,",TF,Z,,,3
7035,Jakob Kiirion,Kirchner,m,-58,-35,,,,,0,,EW,Z,,,
7036,Bernhard Friedrich,Kopp,m,-57,-35,,,6612,,1,"7037,",BT,Z,,,
7037,Aldon,von Eichenwald,m,-35,-28,7036,6612,,5,0,,EW,Z,,,3
7038,Jacob Carl,Baron von Lelac,m,-57,13,,,6621,,1,"7039,",KS,Z,,,
7039,Jacob Friedrich,von Bergetal,m,-35,-7,7038,6621,7578,4,5,"7478,7496,7512,7558,7579,",BT,Z,,,1
7040,Dior,Kühne,f,-56,-35,,,6629,,1,"7041,",EW,Z,,,
7041,Thorin Friedrich Hermann Konrad Ernst Erlan,von Bergetal,m,-35,30,6629,7040,,6,0,,BT,Z,,,3
7042,Elise,von Kisatris,f,-35,2,6638,6585,6910,3,2,"7465,7480,",KS,AAABABABAAAABAAAAAABAABA,,Amtsantritt nach Primogenität,1
7043,Ilai Anton Friedrich,Lau,m,-56,-35,,,,,0,,MU,Z,,,
7044,Therese Juliane Eva,Popp,f,-55,-34,,,,,0,,BT,Z,,,
7045,Martha Juliane Mathilde,Specht,f,-55,-35,,,6649,,1,"7046,",MB,Z,,,
7046,Agnes Jade,von Tiefenfels,f,-35,-4,6649,7045,7497,6,1,"7498,",TF,Z,,,3
7047,Catharina Anne,von Tiefenfels,f,-35,-21,6594,6655,,6,0,,TF,Z,,,3
7048,Jens,Höhn,m,-54,-35,,,6671,,1,"7049,",MB,Z,,,
7049,Jens Hubertus Ferdinand,von Bergetal,m,-35,-23,7048,6671,,6,0,,BT,Z,,,3
7050,Eleonore,Hamm,f,-53,-31,,,6683,,1,"7051,",EW,Z,,,
7051,Johannes,von Bergetal,m,-35,-9,6683,7050,7445,4,1,"7446,",BT,Z,,,1
7052,Idril,Ullrich,m,-80,-34,,,,,0,,EW,Z,,,
7053,Ludwig Martin Jacob,Berg,m,-71,-34,,,,,0,,TF,Z,,,
7054,Joseph Konrad Anton,Hohmann,m,-64,-6,,,6520,,1,"7055,",MB,Z,,,
7055,Vagna Margarete Nelenia Auguste,von Bergetal,f,-34,-32,7054,6520,,6,0,,BT,Z,,,3
7056,Caspar Theodor,Tietz,m,-63,-34,,,,,0,,TF,Z,,,
7057,Arwen,Eichler,f,-60,-34,,,6569,,1,"7058,",EW,Z,,,
7058,Arwen Johanna,von Eichenwald,f,-34,47,6569,7057,,5,0,,EW,Z,,,3
7059,Karoline Christine,von Bergetal,f,-34,-6,7031,6587,,6,0,,BT,Z,,,3
7060,Dior Richard Hans,von Möwenburg,m,-34,9,6526,6600,7499,3,1,"7500,",MB,Z,,Judith Cousin und der Verlobte,1
7061,Katharina Margaretha,Greiner,f,-56,-34,,,6638,,1,"7062,",MB,Z,,,
7062,Johann Bernhard,von Tiefenfels,m,-34,-16,6638,7061,,6,0,,TF,Z,,,3
7063,Zoe Sibylle,von Tiefenfels,f,-34,-33,6610,6655,,6,0,,TF,Z,,,3
7064,Agnes Camille,von Tiefenfels,f,-34,48,6655,6610,7580,6,2,"7448,7581,",TF,Z,,,3
7065,Joseph August Otto,Mielke,m,-54,8,,,6667,,1,"7066,",TF,Z,,,
7066,Otto Balin,von Bergetal,m,-34,8,7065,6667,7650,4,3,"7438,7625,7651,",BT,Z,,,1
7067,Jacob Peter Joachim Michael,Struck,m,-54,-34,,,,,0,,EW,Z,,,
7068,Franz Bahne Andreas,Merten,m,-53,12,,,6687,,1,"7069,",MB,Z,,,
7069,Andreas Johannes Paul Christoph,von Bergetal,m,-34,-18,7068,6687,,6,0,,BT,Z,,,3
7070,Christiane Therese,Schwab,f,-53,-34,,,6691,,1,"7071,",BT,Z,,,
7071,Maria Karoline Agda,von Bergetal,f,-34,-28,6691,7070,,2,0,,BT,Z,,,1
7072,Elise Friederike Luise,Völker,f,-52,18,,,,,0,,TF,Z,,,
7073,Luise Emma Zoe,von Tiefenfels,f,-33,0,6356,6652,7502,6,2,"7482,7503,",TF,Z,,,3
7074,Ida Zoe Luise,Heuer,f,-64,10,,,6526,,1,"7075,",TF,Z,,,
7075,Karoline,von Möwenburg,f,-33,-4,6526,7074,7086,3,5,"7450,7468,7504,7583,7624,",MB,Z,,,1
7076,Caspar Jules Martin,Freiherr von Ciel,m,-59,-33,,,,,0,,KS,Z,,,
7077,Catharina Lumiel,Schweiger,f,-59,-30,,,6592,,1,"7078,",EW,Z,,,
7078,Alrich Friedrich,von Bergetal,m,-33,-20,6592,7077,,6,0,,BT,Z,,,3
7079,Caspar Peter Johannes Andreas,Tiedemann,m,-57,-2,,,,,0,,TF,Z,,,
7080,Maximilian Caspar,von Tiefenfels,m,-33,-16,6610,6710,,6,0,,TF,Z,,,3
7081,Elohir Ernst Richard,Abel,m,-56,-33,,,6639,,1,"7082,",EW,Z,,,
7082,Elohir Maximilian Theodor,von Tiefenfels,m,-33,-10,7081,6639,,6,0,,TF,Z,,,3
7083,Japhi Hans Friedrich,Paulsen,m,-55,-15,,,6644,,1,"7084,",MU,Z,,,
7084,Friedrich Maximilian,von Möwenburg,m,-33,20,7083,6644,7451,2,1,"7452,",MB,Z,-1,Judith Bruder,1
7085,Otto,Lücke,m,-54,-30,,,6667,,3,"7086,7103,7144,",MU,Z,,,
7086,Otto Bernhard Hubertus,von Bergetal,m,-33,20,7085,6667,7075,4,4,"7453,7485,7504,7624,",BT,Z,,,1
7087,Zoe Nelenia Christiane,Horstmann,f,-53,6,,,6679,,1,"7088,",TF,Z,,,
7088,Oddrun Martha Therese,von Bergetal,f,-33,5,6679,7087,,6,0,,BT,Z,,,3
7089,Nelenia Eva,Borchers,f,-52,-33,,,6700,,1,"7090,",MB,Z,,,
7090,Sophia Milja,von Bergetal,f,-33,-27,6700,7089,,6,0,,BT,Z,,,3
7091,Sinje Else,Kellner,f,-51,-20,,,6710,,1,"7092,",MU,Z,,,
7092,Margarete Oddrun,von Bergetal,f,-33,8,6710,7091,,6,0,,BT,Z,,,3
7093,Luca,von Tiefenfels,f,-33,-1,6718,6655,7470,6,2,"7455,7471,",TF,Z,,,3
7094,Käthe Katla,von Bergetal,f,-33,-15,6502,6723,,6,0,,BT,Z,,,3
7095,Gustav Ferdinand Georg,von Bergetal,m,-33,55,6723,6502,,6,0,,BT,Z,,,3
7096,Martin Lumiel,Wulf,m,-51,-33,,,6726,,1,"7097,",EW,Z,,,
7097,Wilhelmine Agda,von Bergetal,f,-33,-26,7096,6726,,6,0,,BT,Z,,,3
7098,Auguste,Lehmann,f,-65,-13,,,,,0,,BT,Z,,,
7099,Franc Jules Clement,Freiherr von Mouton,m,-59,-32,,,,,0,,KS,Z,,,
7100,Zoe,Haack,f,-57,-32,,,,,0,,TF,Z,,,
7101,Adon,Jahn,m,-55,-32,,,6652,,1,"7102,",MU,Z,,,
7102,Adon Paul Franz Johann,von Eichenwald,m,-32,-20,7101,6652,,5,0,,EW,Z,,,3
7103,Otto Richard Hubertus Buri,von Bergetal,m,-32,30,7085,6667,7337,4,4,"7473,7514,7611,7622,",BT,Z,,,1
7104,Ernst,Baumann,m,-54,-32,,,,,0,,BT,Z,,,
7105,Gertrud Nelenia,Lewandowski,f,-53,-8,,,6679,,1,"7106,",MU,Z,,,
7106,Hedwig,von Bergetal,f,-32,-31,6679,7105,,6,0,,BT,Z,,,3
7107,Ole Hugo Andreas,Pilz,m,-53,46,,,,,0,,MB,Z,,,
7108,Magdalene,Schulte,f,-51,22,,,6710,,1,"7109,",BT,Z,,,
7109,Johannes Friedrich Bifur,von Bergetal,m,-32,33,6710,7108,,6,0,,BT,Z,,,3
7110,Maria Agda Barbara Christine,Volkmann,f,-51,-15,,,,,0,,BT,Z,,,
7111,Luca Sophie Marie,Kolbe,f,-50,-32,,,6729,,1,"7112,",TF,Z,,,
7112,Joseph Ernst Napiar,von Tiefenfels,m,-32,37,6729,7111,6638,6,1,"7456,",TF,Z,,,3
7113,Bernhard Johannes,Bernhard,m,-50,-32,,,,,0,,EW,Z,,,
7114,Ludwig Peter,Henkel,m,-50,20,,,,,0,,MB,Z,,,
7115,Franz Konrad,Lippert,m,-50,28,,,,,0,,BT,Z,,,
7116,Carl Caspar,Jakob,m,-87,-31,,,,,0,,TF,Z,,,
7117,Karl Ilai Franz,Werner,m,-64,-31,,,6520,,1,"7118,",MU,Z,,,
7118,Karl Fritz Caspar Friedrich Erlan,von Bergetal,m,-31,-26,7117,6520,,6,0,,BT,Z,,,3
7119,Else Auguste Barbara,Michalski,f,-64,-31,,,,,0,,BT,Z,,,
7120,Julien Franz Meriel,Geißler,m,-57,-31,,,6621,,1,"7121,",EW,Z,,,
7121,Christiane Mathilde,von Bergetal,f,-31,23,7120,6621,7529,4,2,"7514,7530,",BT,Z,,,1
7122,Johannes Caspar Joseph,Kruse,m,-55,-31,,,,,0,,TF,Z,,,
7123,Agda Elisabeth,Krohn,f,-54,14,,,6655,,1,"7124,",BT,Z,,,
7124,Edda Dis Mathilde,von Bergetal,f,-31,8,6655,7123,,6,0,,BT,Z,,,3
7125,Caspar Fritz,Thiel,m,-53,-31,,,,,0,,BT,Z,,,
7126,Ida Camille,Kroll,f,-51,-29,,,,,0,,TF,Z,,,
7127,Amalia Barbara Edda,von Bergetal,f,-31,-24,6723,6502,,6,0,,BT,Z,,,3
7128,Nelenia Eva Hedwig,von Bergetal,f,-31,-2,6723,6502,,6,0,,BT,Z,,,3
7129,Gustav,von Bergetal,m,-31,64,6524,6733,,6,0,,BT,Z,,,3
7130,Caspar,Grabowski,m,-50,1,,,6735,,1,"7131,",BT,Z,,,
7131,Caspar Maximilian August Georg,von Bergetal,m,-31,1,7130,6735,,6,0,,BT,Z,,,3
7132,Jakob Bahne,Jankowski,m,-50,-26,,,6740,,1,"7133,",MB,Z,,,
7133,Jakob Martin Leo,von Tiefenfels,m,-31,10,7132,6740,6638,6,1,"7597,",TF,Z,,,3
7134,Georg Otto,von Bergetal,m,-31,-14,6505,6743,,6,0,,BT,Z,,,3
7135,August Olwe,Adam,m,-50,-31,,,6748,,1,"7136,",EW,Z,,,
7136,Margarete Christine,von Bergetal,f,-31,-17,7135,6748,,4,0,,BT,Z,,,1
7137,Auguste Frieda Johanna,Hauser,f,-49,-5,,,,,0,,EW,Z,,,
7138,Amalia Käthe,Mertens,f,-49,-31,,,,,0,,BT,Z,,,
7139,Jules Carl,Haag,m,-49,-2,,,,,0,,TF,Z,,,
7140,Jakob Dwalin,Georgi,m,-64,-13,,,6524,,1,"7141,",BT,Z,,,
7141,Magdalene Sophia,von Bergetal,f,-30,0,7140,6524,7515,4,3,"7516,7560,7598,",BT,Z,,,1
7142,Franz,von Bergetal,m,-30,-28,6414,6532,,6,0,,BT,Z,,,3
7143,Elisabeth Wilhelmine Ida,von Bergetal,f,-30,-12,6414,6532,,6,0,,BT,Z,,,3
7144,Otto Johannes Paul,von Bergetal,m,-30,-8,7085,6667,7548,4,2,"7506,7549,",BT,Z,,,1
7145,Christiane Eva Clara,Dürr,f,-53,-21,,,6679,,1,"7146,",TF,Z,,,
7146,Ida Margarete,von Bergetal,f,-30,-28,6679,7145,,6,0,,BT,Z,,,3
7147,Heinrich,Freiherr von Greve,m,-53,-5,,,6687,,1,"7148,",KS,Z,,,
7148,Heinrich Richard Ernst,von Bergetal,m,-30,-14,7147,6687,,6,0,,BT,Z,,,3
7149,Fritz Joachim Johannes,Zimmer,m,-50,-5,,,6743,,1,"7150,",BT,Z,,,
7150,Käthe Frieda,von Bergetal,f,-30,1,7149,6743,,6,0,,BT,Z,,,3
7151,Julie Ida,Baroness von Poisson,f,-49,-2,,,,,0,,KS,Z,,,
7152,Mathilde,Kraft,f,-49,-24,,,6756,,1,"7153,",BT,Z,,,
7153,Fiete August,von Tiefenfels,m,-30,-13,6756,7152,,6,0,,TF,Z,,,3
7154,Charlotte,Gräfin von Montagne,f,-49,-30,,,,,0,,KS,Z,,,
7155,Thorin Hubertus,Feldmann,m,-49,-30,,,,,0,,BT,Z,,,
7156,Sophie Catharina,Freifrau von Guerre,f,-48,-22,,,,,0,,KS,Z,,,
7157,Georg,Heinemann,m,-48,3,,,,,0,,EW,Z,,,
7158,Christiane Mathilde Karoline,Heinrich,f,-48,32,,,6789,,1,"7159,",BT,Z,,,
7159,Anton Heinrich,von Bergetal,m,-30,-20,6789,7158,,6,0,,BT,Z,,,3
7160,Peter Ernst Joseph,Heller,m,-63,-1,,,,,0,,MU,Z,,,
7161,Else Elurin Caroline Johanna,Wild,f,-62,-29,,,,,0,,EW,Z,,,
7162,Imke,Mai,f,-60,-29,,,,,0,,MB,Z,,,
7163,Mathilde Magdalena Anna,von Möwenburg,f,-29,67,6521,6575,7066,4,2,"7518,7625,",MB,Z,,,2
7164,Ursula Judith,Beier,f,-59,-29,,,,,0,,MB,Z,,,
7165,Georg Johann,Karl,m,-57,-29,,,,,0,,EW,Z,,,
7166,Katla Mathilde,von Bergetal,f,-29,17,6655,6505,7561,4,3,"7533,7534,7562,",BT,Z,,,1
7167,Dior,Jung,f,-53,13,,,6679,,1,"7168,",EW,Z,,,
7168,Wilhelm,von Bergetal,m,-29,-25,6679,7167,,6,0,,BT,Z,,,3
7169,Heinrich Paul Jacob,Hoyer,m,-53,-29,,,,,0,,TF,Z,,,
7170,Christian,von Tiefenfels,m,-29,-22,6735,6781,,6,0,,TF,Z,,,3
7171,Amalie,von Tiefenfels,f,-29,-26,6781,6735,,6,0,,TF,Z,,,3
7172,Christoph Julius,Siegmund,m,-50,-29,,,,,0,,TF,Z,,,
7173,Barbara Vagna,Jordan,f,-49,-29,,,6759,,1,"7174,",BT,Z,,,
7174,Bernhard Peter,von Bergetal,m,-29,-25,6759,7173,,6,0,,BT,Z,,,3
7175,Martin,Philipp,m,-49,-18,,,6761,,1,"7176,",MB,Z,,,
7176,Martin Rudolf August Paul Jakob,von Bergetal,m,-29,20,7175,6761,7563,4,4,"7523,7534,7564,7672,",BT,Z,,,1
7177,Jacob,Braon von Foret,m,-49,-25,,,,,0,,KS,Z,,,
7178,Helene Amalie,Freiin von Glace,f,-48,11,,,6771,,1,"7179,",KS,Z,,,
7179,Emma Nelenia,von Kisatris,f,-29,21,6771,7178,7736,4,5,"7536,7585,7655,7706,7737,",KS,AAABABABAAAABAAAAAABAADA,,,2
7180,Carl Hermann Louis,Kohler,m,-48,-29,,,6777,,1,"7181,",TF,Z,,,
7181,Hermann Andreas Maximilian,von Bergetal,m,-29,-24,7180,6777,,6,0,,BT,Z,,,3
7182,Therese,Bode,f,-48,-20,,,,,0,,MU,Z,,,
7183,Ernst,Reitz,m,-48,-28,,,,,0,,TF,Z,,,
7184,Luk,Simon,m,-47,-25,,,6810,,1,"7185,",MB,Z,,,
7185,Clara Therese,von Bergetal,f,-29,-18,7184,6810,,6,0,,BT,Z,,,3
7186,Friederike Lea,Hauck,f,-47,-29,,,,,0,,TF,Z,,,
7187,Jens Peter,Reich,m,-47,-22,,,6814,,1,"7188,",MU,Z,,,
7188,Ida Judith,von Möwenburg,f,-29,69,7187,6814,7707,3,2,"7522,7708,",MB,Z,,,1
7189,Karl Franz Elurin,Schaaf,m,-47,-29,,,6818,,1,"7190,",EW,Z,,,
7190,Juliane Agda,von Bergetal,f,-29,19,7189,6818,7337,4,6,"7523,7551,7587,7591,7641,7675,",BT,Z,,,1
7191,Wilhelm Michael,Heider,m,-73,-8,,,6356,,1,"7192,",MB,Z,,,
7192,Wilhelm August,von Tiefenfels,m,-28,29,7191,6356,7599,6,2,"7552,7600,",TF,Z,,,3
7193,Christoph Joachim Dwalin,Jensen,m,-70,-12,,,,,0,,BT,Z,,,
7194,Anton,Fritsche,m,-65,-28,,,,,0,,EW,Z,,,
7195,Leopold Ferdinand,von Bergetal,m,-28,-16,6577,6521,,6,0,,BT,Z,,,3
7196,Sinje,Schütze,f,-60,-19,,,,,0,,MU,Z,,,
7197,Levke Karoline,von Möwenburg,f,-28,13,6521,6575,7601,4,1,"7602,",MB,Z,,,2
7198,Marianne Else,Poppe,f,-59,-28,,,6594,,1,"7199,",BT,Z,,,
7199,Michael Carl,von Tiefenfels,m,-28,-12,6594,7198,,6,0,,TF,Z,,,3
7200,Amon Jakob,Neumann,m,-57,-28,,,,,0,,MU,Z,,,
7201,Kiirion Joseph Johannes,Cremer,m,-53,-28,,,6687,,1,"7202,",EW,Z,,,
7202,Karoline,von Bergetal,f,-28,3,7201,6687,,6,0,,BT,Z,,,3
7203,Catharina,Urban,f,-51,-28,,,6718,,1,"7204,",TF,Z,,,
7204,Christian Michael August,von Tiefenfels,m,-28,-24,6718,7203,,6,0,,TF,Z,,,3
7205,Clara,Freiin von Guerre,f,-49,-22,,,,,0,,KS,Z,,,
7206,Caspar,von Möwenburg,m,-28,12,6220,6763,7565,4,1,"7566,",MB,Z,,,2
7207,Julius Ernst Heinrich,Götz,m,-49,-2,,,6767,,1,"7208,",TF,Z,,,
7208,Amalie,von Eichenwald,f,-28,23,7207,6767,,5,0,,EW,Z,,,3
7209,Jade,Freifrau von Greve,f,-48,-8,,,,,0,,KS,Z,,,
7210,Agda Bertha,von Bergetal,f,-28,6,6779,6820,,6,0,,BT,Z,,,3
7211,Erlan Otto Dwalin,von Bergetal,m,-28,8,6779,6820,,6,0,,BT,Z,,,3
7212,Olwe August,Walther,m,-48,-8,,,,,0,,EW,Z,,,
7213,Dis Johannes Joachim,Wolf,m,-48,1,,,,,0,,BT,Z,,,
7214,Eike Shira,Michael,f,-48,61,,,,,0,,MU,Z,,,
